,Crash ID,Record Type,Vehicle ID,Vehicle Coded Seq#,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity
419,1835459,2,3456732.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
421,1835459,2,3456733.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
424,1835471,2,3456753.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
426,1835471,2,3456754.0,2.0,0.0,0.0,1.0,0.0,9.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
429,1835511,2,3456831.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
431,1835511,2,3456832.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
434,1835592,2,3456989.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
436,1835592,2,3456990.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
439,1835606,2,3457017.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
441,1835606,2,3457018.0,2.0,9.0,0.0,99.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
444,1835807,2,3457393.0,1.0,0.0,0.0,8.0,0.0,9.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
446,1835807,2,3457394.0,2.0,0.0,0.0,1.0,0.0,9.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
449,1836755,2,3459166.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,10.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
451,1836755,2,3459167.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
454,1836788,2,3459229.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
456,1836788,2,3459230.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
459,1836814,2,3459277.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
461,1836814,2,3459278.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,79.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
464,1836948,2,3459511.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
466,1836948,2,3459512.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,10.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
470,1837049,2,3459706.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,53.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
473,1837085,2,3459771.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
475,1837085,2,3459772.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
479,1837128,2,3459854.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
481,1837128,2,3459855.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
484,1837131,2,3459860.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
487,1837205,2,3459998.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
489,1837205,2,3459999.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
491,1837205,2,3460000.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
494,1837283,2,3460139.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
496,1837283,2,3460140.0,2.0,0.0,0.0,1.0,0.0,9.0,6.0,7.0,3.0,12.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
499,1837334,2,3460235.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,52.0,0.0,124.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
501,1837334,2,3460236.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,,,0.0,0.0,5.0,0.0,0.0,5.0,0.0
505,1837497,2,3460535.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
507,1837497,2,3460536.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
511,1837551,2,3460634.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,79.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
514,1837808,2,3461130.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,5.0,19.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
516,1837808,2,3461131.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
519,1837834,2,3461179.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
521,1837834,2,3461180.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
524,1838047,2,3461582.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
526,1838047,2,3461583.0,2.0,3.0,0.0,7.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
529,1838362,2,3462197.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
531,1838362,2,3462198.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
533,1838362,2,3462199.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
536,1838375,2,3462221.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
538,1838375,2,3462222.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
541,1838403,2,3462273.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,43.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
544,1838434,2,3462326.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
546,1838434,2,3462327.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
548,1838434,2,3462328.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
551,1838471,2,3462400.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,124.0,77.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
554,1838549,2,3462564.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,5.0,0.0,0.0,5.0,1.0
559,1838549,2,3462565.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,15.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
562,1838681,2,3462829.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
564,1838681,2,3462830.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
567,1839606,2,3464706.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,87.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
569,1839606,2,3464707.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
573,1839856,2,3465226.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0
575,1839856,2,3465227.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
579,1840093,2,3465681.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0
581,1840093,2,3465682.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
585,1840135,2,3465768.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
589,1840155,2,3465807.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
591,1840155,2,3465808.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,5.0,19.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
593,1840155,2,3465809.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
596,1840221,2,3465946.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
598,1840221,2,3465947.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
600,1840221,2,3465948.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,22.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
603,1840265,2,3466033.0,1.0,3.0,0.0,7.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
605,1840265,2,3466034.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
607,1840265,2,3466035.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,6.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
610,1840295,2,3466095.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,1.0
613,1840295,2,3466096.0,2.0,1.0,0.0,99.0,0.0,9.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
616,1840424,2,3466338.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
618,1840424,2,3466339.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
620,1840424,2,3466340.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
623,1840563,2,3466599.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
625,1840563,2,3466600.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
627,1840563,2,3466601.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
631,1840583,2,3466641.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
633,1840583,2,3466642.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
636,1840588,2,3466650.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,31.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
639,1840588,2,3466651.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,18.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
642,1840610,2,3466689.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
644,1840610,2,3466690.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
647,1840614,2,3466696.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,92.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
649,1840614,2,3466697.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
652,1840664,2,3466791.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
654,1840664,2,3466792.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
657,1840680,2,3466822.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,79.0,53.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
660,1840832,2,3467103.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
662,1840832,2,3467104.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
665,1840874,2,3467180.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
670,1840905,2,3467237.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
672,1840905,2,3467238.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
675,1841009,2,3467426.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
677,1841009,2,3467427.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
683,1841013,2,3467433.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
685,1841013,2,3467434.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
688,1841019,2,3467444.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
690,1841019,2,3467445.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
693,1841052,2,3467508.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,124.0,79.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
697,1841151,2,3467693.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
699,1841151,2,3467694.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
702,1841157,2,3467704.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
706,1841212,2,3467816.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
708,1841212,2,3467817.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
712,1841331,2,3468044.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
714,1841331,2,3468045.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
718,1841336,2,3468055.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
720,1841336,2,3468056.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
723,1841343,2,3468068.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,1.0
728,1841343,2,3468069.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,15.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
732,1841361,2,3468101.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,15.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
734,1841361,2,3468102.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
737,1841369,2,3468115.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,1.0
740,1841369,2,3468116.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
743,1841369,2,3468117.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
746,1841376,2,3468129.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
748,1841376,2,3468130.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
751,1841436,2,3468243.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
753,1841436,2,3468244.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
756,1841498,2,3468366.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,1.0
758,1841498,2,3468367.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
761,1841506,2,3468382.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,58.0,79.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
764,1841641,2,3468639.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
766,1841641,2,3468640.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
770,1841685,2,3468714.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
772,1841685,2,3468715.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
776,1841691,2,3468724.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
778,1841691,2,3468725.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
781,1841693,2,3468728.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
783,1841693,2,3468729.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
787,1841708,2,3468753.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
789,1841708,2,3468754.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
792,1841725,2,3468786.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
795,1841725,2,3468787.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
798,1841766,2,3468870.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
800,1841766,2,3468871.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
803,1841806,2,3468945.0,1.0,5.0,0.0,9.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
806,1841855,2,3469038.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
808,1841855,2,3469039.0,2.0,1.0,0.0,5.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
810,1841855,2,3469040.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
813,1841914,2,3469154.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,45.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
816,1842069,2,3469464.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
821,1842180,2,3469684.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
823,1842180,2,3469685.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
825,1842180,2,3469686.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
828,1842244,2,3469804.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
830,1842244,2,3469805.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
833,1842388,2,3470091.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
